Fighter_first,Fighter_last,Fighter_height,Fighter_weight,Fighter_reach,Fighter_wins,Fighter_losses,Fighter_draws,Fighter_nickname,Fighter_stance
Vladimir,Matyushenko,"6' 0""",205 lbs.,"74.0""",27,8,0,The Janitor,Orthodox
Miranda,Maverick,"5' 3""",125 lbs.,"65.0""",14,5,0,Fear The,Southpaw
Nick,Maximov,"6' 0""",185 lbs.,"76.0""",8,2,0,,Southpaw
Elaina,Maxwell,"5' 8""",145 lbs.,--,7,4,0,Beef,Orthodox
Jeremy,May,"6' 1""",185 lbs.,--,13,10,0,,
Jack,May,"6' 8""",255 lbs.,--,9,3,0,The Outlaw,Switch
Don'Tale,Mayes,"6' 6""",260 lbs.,"81.0""",10,6,0,Lord Kong,Orthodox
Gray,Maynard,"5' 9""",155 lbs.,"70.0""",13,7,1,,Orthodox
Brooke,Mayo,"5' 7""",125 lbs.,--,0,1,0,The Bully,
Gina,Mazany,"5' 6""",125 lbs.,"68.0""",7,6,0,Danger,Southpaw
Sabina,Mazo,"5' 7""",125 lbs.,"70.0""",9,4,0,Colombian Queen,Orthodox
Scott,McAfee,"5' 8""",155 lbs.,--,14,7,0,,Orthodox
Bobby,McAndrews,--,--,--,1,3,0,,Orthodox
Michael,McBride,"6' 1""",155 lbs.,--,8,3,0,,Orthodox
Ian,McCall,"5' 5""",125 lbs.,"64.0""",13,5,1,Uncle Creepy,Orthodox
Molly,McCann,"5' 4""",125 lbs.,"62.0""",13,6,0,Meatball,Orthodox
Charles,McCarthy,"5' 10""",185 lbs.,"71.0""",10,5,0,Chainsaw,Orthodox
Sean,McCorkle,"6' 7""",265 lbs.,"81.0""",17,7,0,,Orthodox
Kris,McCray,"6' 0""",170 lbs.,"76.0""",8,5,0,Savage,Orthodox
Tamdan,McCrory,"6' 4""",185 lbs.,"76.0""",14,5,0,The Barncat,Switch
Rob,McCullough,"5' 9""",155 lbs.,"69.0""",19,8,0,Razor,Orthodox
Justin,McCully,"6' 1""",225 lbs.,"73.0""",11,5,2,The Insane One,Orthodox
Robert,McDaniel,"6' 3""",185 lbs.,"75.0""",28,10,0,Bubba,Southpaw
Michael,McDonald,"5' 11""",205 lbs.,--,1,1,0,The Black Sniper,Orthodox
Scott,McDonald,--,--,--,1,0,0,,
Michael,McDonald,"5' 9""",135 lbs.,"70.0""",17,4,0,Mayday,Orthodox
Josh,McDonald,--,185 lbs.,--,9,5,0,,
Miles,McDonald,"5' 7""",115 lbs.,--,2,1,0,,
Justin,McElfresh,"6' 6""",205 lbs.,--,6,4,0,,Orthodox
Drew,McFedries,"6' 0""",185 lbs.,"72.0""",12,7,0,The Massacre,Southpaw
Liam,McGeary,"6' 6""",205 lbs.,--,12,2,0,,
Gan,McGee,"6' 10""",265 lbs.,--,13,5,0,The Giant,Orthodox
Court,McGee,"5' 11""",170 lbs.,"75.0""",22,12,0,The Crusher,Orthodox
Marcus,McGhee,"5' 8""",135 lbs.,"69.0""",8,1,0,The Maniac,Orthodox
Ryan,McGillivray,"5' 11""",170 lbs.,--,12,0,1,The Kid,
Ryan,McGivern,"6' 0""",185 lbs.,--,13,7,0,,Orthodox
Jack,McGlaughlin,--,--,--,1,4,0,,Orthodox
Conor,McGregor,"5' 9""",155 lbs.,"74.0""",22,6,0,The Notorious,Southpaw
Greg,McIntyre,"5' 10""",155 lbs.,--,6,4,0,,Orthodox
Antonio,McKee,"5' 8""",155 lbs.,--,29,6,2,Mandingo,Southpaw
AJ,McKee,"5' 10""",145 lbs.,--,8,0,0,Mercenary,
Rhys,McKee,"6' 2""",170 lbs.,"78.0""",10,5,1,Skeletor,Orthodox
Cory,McKenna,"5' 3""",115 lbs.,"58.0""",8,2,0,Poppins,Orthodox
Tim,McKenzie,"6' 0""",185 lbs.,"74.0""",14,9,0,,Orthodox
Cody,McKenzie,"6' 0""",155 lbs.,"72.0""",16,10,0,,Switch
Terrance,McKinney,"5' 10""",155 lbs.,"73.0""",15,6,0,T. Wrecks,Switch
Brian,McLaughlin,"5' 9""",155 lbs.,--,6,2,0,,
Jason,McLean,"5' 5""",145 lbs.,--,6,7,0,,
Garreth,McLellan,"6' 1""",185 lbs.,"72.0""",13,6,0,Soldier Boy,Southpaw
Sara,McMann,"5' 6""",135 lbs.,"66.0""",13,6,0,,Orthodox
James,McSweeney,"6' 4""",230 lbs.,"77.0""",15,15,0,The Hammer,Switch
Charles,McTorry,--,--,--,3,0,0,,
Daniel,McWilliams,"6' 1""",185 lbs.,--,15,37,0,The Animal,
Tim,Means,"6' 2""",170 lbs.,"75.0""",33,15,1,The Dirty Bird,Orthodox
Yancy,Medeiros,"5' 10""",155 lbs.,"75.0""",15,8,0,,Orthodox
Anistavio,Medeiros,"5' 6""",145 lbs.,--,19,10,0,Gasparzinho,Orthodox
Kaline,Medeiros,"5' 3""",115 lbs.,--,8,5,0,The Dark Angel,
Marquel,Mederos,"5' 10""",155 lbs.,"69.0""",8,1,0,,Orthodox
Uros,Medic,"6' 1""",170 lbs.,"71.0""",9,1,0,The Doctor,Southpaw
Todd,Medina,"5' 10""",193 lbs.,--,11,9,0,El Tiburon,Southpaw
Jason,Medina,"5' 9""",180 lbs.,--,21,15,1,,
Jose,Medina,"6' 0""",205 lbs.,"74.0""",11,3,0,Chicho,Orthodox
Emil,Meek,"5' 11""",170 lbs.,"74.0""",9,5,1,Valhalla,Switch
Sanford Alton,Meeks,"6' 5""",265 lbs.,"75.0""",1,1,0,,Orthodox
Gerald,Meerschaert,"6' 1""",185 lbs.,"77.0""",35,17,0,GM3,Southpaw
Frank,Megallon,"5' 10""",185 lbs.,--,2,3,0,,Southpaw
Derrick,Mehmen,"6' 4""",205 lbs.,--,19,9,0,Caveman,
Miika,Mehmet,--,205 lbs.,--,3,5,0,,Orthodox
Jordan,Mein,"6' 0""",170 lbs.,"73.0""",31,12,0,Young Gun,Orthodox
Bryce,Mejia,"6' 1""",170 lbs.,--,3,1,0,,
Brian,Melancon,"5' 8""",170 lbs.,--,7,3,0,,Orthodox
Brandon,Melendez,"5' 11""",155 lbs.,--,25,25,0,The Murderer,Southpaw
Gilbert,Melendez,"5' 9""",145 lbs.,"73.0""",22,8,0,El Nino,Orthodox
Nair,Melikyan,"5' 6""",155 lbs.,--,11,0,0,Ahalkalakski,
Marcelo,Mello,"5' 7""",170 lbs.,--,1,0,0,,Southpaw
Fabio,Mello,"5' 5""",155 lbs.,--,11,8,0,,Southpaw
Vanessa,Melo,"5' 5""",135 lbs.,"65.0""",11,8,0,,Orthodox
Antonio,Mendes,"6' 3""",205 lbs.,"77.0""",18,13,0,Samurai,Southpaw
Chad,Mendes,"5' 6""",145 lbs.,"66.0""",18,5,0,Money,Orthodox
Augusto,Mendes,"5' 6""",135 lbs.,"65.0""",6,2,0,Tanquinho,Orthodox
Eddie,Mendez,"5' 10""",185 lbs.,--,8,3,1,,
Mateus,Mendonca,"5' 6""",125 lbs.,"71.0""",10,2,0,Bocao,Orthodox
Luis,Mendoza,--,155 lbs.,--,0,1,0,,
Pietro,Menga,"5' 7""",125 lbs.,"68.0""",13,0,0,,Southpaw
Alonzo,Menifield,"6' 0""",205 lbs.,"76.0""",14,3,1,Atomic,Orthodox
Ivan,Menjivar,"5' 6""",145 lbs.,"64.0""",25,12,0,The Pride of El Salvador,Orthodox
Dave,Menne,"5' 10""",170 lbs.,--,45,17,2,The Warrior,Orthodox
Steve,Mensing,"5' 11""",185 lbs.,--,9,13,2,The Machine,Orthodox
Buck,Meredith,"6' 2""",185 lbs.,--,3,3,0,,
Adam,Meredith,"6' 2""",170 lbs.,--,5,3,0,,
Nick,Meregali,--,--,--,0,0,0,,
Joe,Merritt,"6' 0""",170 lbs.,--,7,2,0,,Orthodox
Jeremiah,Metcalf,"6' 1""",185 lbs.,--,13,7,0,,Orthodox
Jonathan,Meunier,"6' 3""",170 lbs.,--,8,1,0,District,Switch
Yaotzin,Meza,"5' 9""",145 lbs.,"71.0""",21,11,0,,Orthodox
Guy,Mezger,"6' 1""",200 lbs.,--,30,14,2,,Orthodox
Brandon,Michaels,"5' 9""",185 lbs.,--,4,14,0,,
Andreas,Michailidis,"6' 0""",170 lbs.,"76.0""",13,6,0,The Spartan,Orthodox
David,Michaud,"5' 9""",155 lbs.,--,11,3,0,BullDawg,Orthodox
Chris,Mickle,"5' 9""",145 lbs.,--,30,21,2,,Orthodox
Zachary,Micklewright,"6' 0""",155 lbs.,"74.0""",15,3,0,,Southpaw
Kristof,Midoux,"6' 1""",220 lbs.,--,6,10,0,The Hurricane,Orthodox
Keith,Mielke,"5' 8""",185 lbs.,--,0,5,0,,
Chris,Mierzwiak,"6' 1""",185 lbs.,--,5,3,0,,
Gabriel,Miglioli,"5' 8""",170 lbs.,--,9,9,0,Biel,
Bojan,Mihajlovic,"5' 11""",205 lbs.,"73.0""",10,6,0,,Orthodox
Billy,Miles,"5' 10""",170 lbs.,--,2,2,0,The Kid,Orthodox
Pat,Miletich,"5' 10""",170 lbs.,--,29,7,2,The Croatian Sensation,Orthodox
Curtis,Millender,"6' 2""",170 lbs.,"76.0""",17,5,0,Curtious,Orthodox
Phillip,Miller,"5' 11""",185 lbs.,--,16,0,0,,Orthodox
Jason,Miller,"6' 1""",185 lbs.,--,23,10,0,Mayhem,Orthodox
Dan,Miller,"6' 1""",185 lbs.,"74.0""",14,8,0,,Orthodox
Jim,Miller,"5' 8""",155 lbs.,"71.0""",36,17,0,A-10,Southpaw
Cole,Miller,"6' 1""",145 lbs.,"73.0""",21,11,0,Magrinho,Orthodox
Henry,Miller,"5' 7""",270 lbs.,--,6,16,0,Sentoryu,Southpaw
Micah,Miller,"6' 0""",145 lbs.,--,20,8,0,Maverick,Orthodox
Aaron,Miller,"5' 9""",145 lbs.,--,14,10,0,Blood Spiller,
Mo,Miller,"5' 8""",135 lbs.,"72.0""",6,0,0,Moshow,Orthodox
Juliana,Miller,"5' 7""",125 lbs.,"66.0""",4,3,0,Killer,Orthodox
Eddy,Millis,"6' 1""",185 lbs.,--,0,2,0,,
Che,Mills,"6' 1""",170 lbs.,"76.0""",16,10,0,Beautiful,Orthodox
Adam,Milstead,"6' 3""",205 lbs.,"76.0""",8,4,0,The Prototype,Orthodox
Alberto,Mina,"6' 0""",170 lbs.,"77.0""",13,1,0,Soldier of God,Orthodox
Vitaly,Minakov,"6' 2""",249 lbs.,--,20,0,0,,
Darrick,Minner,"5' 7""",145 lbs.,"69.0""",26,14,0,,Orthodox
Mike,Minniger,--,--,--,0,0,0,,
Ikuhisa,Minowa,"5' 9""",181 lbs.,--,60,42,8,Minowaman,Orthodox
Carlton,Minus,"5' 10""",170 lbs.,"75.0""",10,3,0,Clutch,Orthodox
Stipe,Miocic,"6' 4""",240 lbs.,"80.0""",20,4,0,,Orthodox
Frank,Mir,"6' 3""",264 lbs.,"79.0""",18,11,0,,Southpaw
Juan,Miranda,--,155 lbs.,--,7,5,0,,
Mario,Miranda,"6' 3""",185 lbs.,"74.0""",14,7,0,,Orthodox
Vitor,Miranda,"6' 1""",185 lbs.,"77.0""",12,5,0,Lex Luthor,Orthodox
Gabriel,Miranda,"5' 11""",145 lbs.,"71.0""",17,6,0,Fly,Orthodox
Damir,Mirenic,"6' 0""",185 lbs.,--,9,4,0,Wolf,Orthodox
Kazuo,Misaki,"5' 8""",183 lbs.,--,25,11,2,Hitman,Orthodox
Toby,Misech,"5' 8""",145 lbs.,--,9,5,0,2 Quick,Southpaw
Dokonjonosuke,Mishima,"5' 7""",155 lbs.,--,21,7,2,,Southpaw
Felix Lee,Mitchell,--,--,--,2,7,0,,Orthodox
David,Mitchell,"6' 0""",170 lbs.,"75.0""",22,7,0,Daudi,Orthodox
Danny,Mitchell,"6' 2""",170 lbs.,--,19,9,1,The Cheesecake Assassin,Orthodox
Brad,Mitchell,"5' 11""",145 lbs.,--,4,2,0,,
Clay,Mitchell,"6' 2""",185 lbs.,--,1,2,0,,
Bryce,Mitchell,"5' 10""",145 lbs.,"70.0""",16,2,0,Thug Nasty,Southpaw
Maurice,Mitchell,"5' 9""",145 lbs.,--,11,2,0,The AK Kid,Orthodox
Terrence,Mitchell,"5' 10""",135 lbs.,"74.0""",14,4,0,,Orthodox
Roman,Mitichyan,"5' 10""",170 lbs.,--,8,3,0,,Orthodox
Matt,Mitrione,"6' 3""",265 lbs.,"82.0""",12,5,0,,Switch
Eiji,Mitsuoka,"5' 7""",145 lbs.,--,18,9,2,,Southpaw
Hiromitsu,Miura,"5' 9""",170 lbs.,"71.0""",12,7,0,,Orthodox
Jonathan,Mix,"6' 0""",168 lbs.,--,7,4,0,,
Tomoya,Miyashita,"5' 7""",139 lbs.,--,17,9,7,,Southpaw
Kazuyuki,Miyata,"5' 8""",139 lbs.,--,15,9,0,,Orthodox
Motoki,Miyazawa,"5' 11""",168 lbs.,--,7,3,0,,Southpaw
Takeya,Mizugaki,"5' 7""",135 lbs.,"69.0""",21,11,2,,Orthodox
Tatsuya,Mizuno,"6' 1""",205 lbs.,--,16,12,1,,Southpaw
Roxanne,Modafferi,"5' 7""",125 lbs.,"69.0""",25,21,0,The Happy Warrior,Orthodox
Bobby,Moffett,"5' 10""",145 lbs.,"73.0""",13,5,0,The Wolfman,Orthodox
Bronson,Mohika,--,135 lbs.,--,1,1,0,,
Nate,Mohr,"5' 9""",155 lbs.,"72.0""",9,7,0,,Orthodox
Renato,Moicano,"5' 11""",155 lbs.,"72.0""",17,5,1,,Orthodox
Thiago,Moises,"5' 9""",155 lbs.,"70.0""",17,7,0,,Orthodox
Muhammad,Mokaev,"5' 7""",125 lbs.,"70.0""",11,0,0,The Punisher,Orthodox
Ashkan,Mokhtarian,"5' 6""",125 lbs.,"67.0""",13,3,0,The Assassin,Southpaw
Suman,Mokhtarian,"5' 8""",145 lbs.,"72.0""",8,5,0,,Orthodox
Dan,Molina,"5' 10""",216 lbs.,--,13,9,0,,
Jeff,Molina,"5' 6""",125 lbs.,"69.0""",11,2,0,El Jefe,Orthodox
Rudyard,Moncayo,"5' 10""",195 lbs.,--,0,3,0,,Orthodox
Hidetaka,Monma,"6' 0""",168 lbs.,--,18,11,4,,Orthodox
Jeff,Monson,"5' 9""",247 lbs.,"74.0""",60,26,1,The Snowman,Orthodox
Darrell,Montague,"5' 6""",125 lbs.,"67.0""",13,5,0,Mongoose,Southpaw
Andrew,Montanez,--,185 lbs.,--,9,12,1,,
Augusto,Montano,"6' 1""",170 lbs.,"73.0""",15,3,0,Dodger,Orthodox
Erick,Montano,"6' 0""",170 lbs.,"73.0""",7,5,0,Perry,Orthodox
Nicco,Montano,"5' 5""",135 lbs.,"65.0""",5,3,0,,Southpaw
Alberto,Montes,"5' 7""",135 lbs.,--,4,0,0,The Promise,
Steve,Montgomery,"6' 4""",185 lbs.,--,9,5,0,The Creepy Weasel,Southpaw
James,Moontasri,"5' 10""",170 lbs.,"71.0""",9,5,0,Moon Walker,Switch
Homer,Moore,"5' 10""",205 lbs.,--,26,9,2,The Rock,Orthodox
Todd,Moore,"5' 9""",170 lbs.,"71.0""",16,7,0,,Southpaw
Nate,Moore,"6' 0""",170 lbs.,--,8,4,0,,
Dustin,Moore,"5' 4""",125 lbs.,--,0,2,0,,
Taylor,Moore,"5' 10""",135 lbs.,"70.0""",10,5,0,,Southpaw
Sergio,Moraes,"6' 0""",170 lbs.,"72.0""",14,6,1,The Panther,Orthodox
Marlon,Moraes,"5' 6""",135 lbs.,"67.0""",23,10,1,Magic,Orthodox
Sheymon,Moraes,"5' 8""",145 lbs.,"72.0""",11,4,0,,Orthodox
John,Moraga,"5' 6""",125 lbs.,"66.0""",19,7,0,,Orthodox
Ricardo,Morais,"6' 8""",270 lbs.,--,10,4,1,The Mutant,Orthodox
Leonardo,Morales,"5' 8""",135 lbs.,--,6,2,0,Chimy,Southpaw
Albert,Morales,"5' 9""",135 lbs.,"72.0""",7,4,1,The Warrior,Orthodox
Joseph,Morales,"5' 6""",125 lbs.,"69.0""",9,2,0,,Switch
Vince,Morales,"5' 9""",135 lbs.,"70.0""",11,7,0,Vandetta,Orthodox
Omar,Morales,"5' 11""",155 lbs.,"73.0""",11,4,0,Venezuelan Fighter,Orthodox
Michael,Morales,"6' 0""",170 lbs.,"79.0""",15,0,0,,Orthodox
Sarah,Moras,"5' 7""",135 lbs.,"67.0""",6,8,0,Cheesecake,Orthodox
Christian,Morecraft,"6' 6""",260 lbs.,"81.0""",8,3,0,,Orthodox
Joe,Moreira,"5' 11""",195 lbs.,--,2,2,0,,Southpaw
Richardson,Moreira,"6' 2""",185 lbs.,--,7,4,0,Rick Monstro,Orthodox
Gisele,Moreira,"5' 6""",135 lbs.,--,8,3,0,,Orthodox
Vinicius,Moreira,"6' 4""",205 lbs.,"76.0""",9,5,0,Mamute,Orthodox
Jesse,Moreng,"5' 7""",145 lbs.,--,9,1,0,Arturo,Orthodox
Brandon,Moreno,"5' 7""",125 lbs.,"70.0""",21,7,2,The Assassin Baby,Orthodox
Mike,Moreno,"6' 0""",185 lbs.,--,6,5,0,El Palo Duro,
Dan,Moret,"6' 0""",155 lbs.,"73.0""",13,6,0,The Hitman,Southpaw
Sammy,Morgan,"5' 10""",170 lbs.,--,18,12,0,The Squeeze,Orthodox
Peggy,Morgan,"6' 1""",135 lbs.,--,4,4,0,The Daywalker,
Alexander,Morgan,"5' 10""",145 lbs.,"71.0""",11,5,0,The Chess Master,Orthodox
Alex,Morono,"5' 11""",170 lbs.,"72.0""",23,9,0,The Great White,Orthodox
Maryna,Moroz,"5' 7""",125 lbs.,"67.0""",11,5,0,Iron Lady,Orthodox
Sergey,Morozov,"5' 6""",135 lbs.,"67.0""",19,5,0,,Orthodox
Brad,Morris,"6' 2""",205 lbs.,--,10,6,0,,Orthodox
Scott,Morris,"5' 10""",210 lbs.,--,2,1,0,,Orthodox
Anthony,Morrison,"5' 7""",145 lbs.,--,20,12,0,Cheesesteak,Orthodox
Jack,Morrison,"5' 11""",205 lbs.,--,0,3,0,,
Harry,Moskowitz,"6' 5""",275 lbs.,--,6,12,0,Dirty,Orthodox
Carlos,Mota,"5' 4""",125 lbs.,"69.0""",8,2,0,Tizil,Orthodox
Juan,Mott,"6' 0""",190 lbs.,--,3,4,0,,Switch
Nikolas,Motta,"5' 9""",155 lbs.,"70.0""",13,5,0,Iron,Orthodox
Flavio Luiz,Moura,"5' 11""",183 lbs.,--,19,7,0,,Open Stance
Eduarda,Moura,"5' 6""",115 lbs.,"66.0""",10,0,0,Ronda,Orthodox
Gegard,Mousasi,"6' 2""",185 lbs.,"76.0""",42,6,2,,Orthodox
Kris,Moutinho,"5' 7""",135 lbs.,"68.0""",9,6,0,,Southpaw
Kin,Moy,"5' 5""",135 lbs.,--,8,3,0,Kong,
Jamie,Moyle,"5' 1""",115 lbs.,"65.0""",4,3,0,,Orthodox
Askar,Mozharov,"6' 3""",205 lbs.,"74.0""",19,13,0,,Orthodox
Garrett,Mueller,"5' 9""",135 lbs.,--,3,3,0,,
Lauren,Mueller,"5' 5""",125 lbs.,"67.0""",5,3,0,Princess Tiger,Orthodox
Belal,Muhammad,"5' 11""",170 lbs.,"72.0""",23,3,0,Remember the Name,Orthodox
Fazlo,Mulabitinovic,--,135 lbs.,--,4,2,0,,
Quinn,Mulhern,"6' 3""",155 lbs.,--,18,4,0,,Orthodox
James,Mulheron,"5' 10""",243 lbs.,"73.0""",11,2,0,,Orthodox
Jamie,Mullarkey,"6' 0""",155 lbs.,"74.0""",17,6,0,,Orthodox
Jim,Mullen,"6' 1""",215 lbs.,--,0,2,0,,Southpaw
Pedro,Munhoz,"5' 6""",135 lbs.,"65.0""",20,8,0,The Young Punisher,Orthodox
Andre,Muniz,"6' 1""",185 lbs.,"78.0""",23,6,0,Sergipano,Southpaw
Mark,Munoz,"6' 0""",185 lbs.,"71.0""",14,6,0,The Filipino Wrecking Machine,Orthodox
Alexander,Munoz,"5' 9""",155 lbs.,"72.0""",7,2,0,,Switch
Johnny,Munoz,"5' 9""",135 lbs.,"71.0""",12,4,0,Kid Kvenbo,Orthodox
Andy,Murad,"5' 9""",185 lbs.,--,15,2,0,The Tooth Fairy,
Olivier,Murad,"5' 10""",145 lbs.,"72.0""",6,0,0,Warrior of God,Southpaw
Makhmud,Muradov,"6' 2""",185 lbs.,"75.0""",26,8,0,,Orthodox
Kazunari,Murakami,"6' 1""",220 lbs.,--,5,5,0,,Orthodox
Ryuichi,Murata,"5' 8""",183 lbs.,--,8,3,1,,Orthodox
Kanako,Murata,"5' 1""",115 lbs.,"62.0""",12,3,0,,Orthodox
Ailiya,Muratbek,--,155 lbs.,--,9,2,0,,
Vince,Murdock,"5' 6""",145 lbs.,"64.0""",12,4,0,,Orthodox
Samandar,Murodov,"6' 1""",170 lbs.,"75.0""",8,0,0,,Orthodox
Tom,Murphy,"6' 2""",227 lbs.,--,8,0,0,,Southpaw
Ian,Murphy,"6' 1""",185 lbs.,--,1,1,0,,Orthodox
Jon,Murphy,"6' 3""",260 lbs.,--,6,4,0,Man of Faith,Orthodox
Lauren,Murphy,"5' 5""",125 lbs.,"67.0""",16,6,0,Lucky,Orthodox
Patrick,Murphy,"6' 0""",170 lbs.,--,5,3,0,,
Lerone,Murphy,"5' 9""",145 lbs.,"73.0""",13,0,1,The Miracle,Orthodox
Lee,Murray,"6' 3""",185 lbs.,--,8,2,1,Lightning,Orthodox
Jesse,Murray,"6' 3""",205 lbs.,"78.0""",8,4,0,Hollywood,Orthodox
Khalid,Murtazaliev,"6' 0""",185 lbs.,"76.0""",14,2,0,,Orthodox
Azamat,Murzakanov,"5' 10""",205 lbs.,"71.0""",13,0,0,The Professional,Southpaw
Nicholas,Musoke,"6' 0""",170 lbs.,"75.0""",13,5,0,Nico,Orthodox
Andre,Mussi,"6' 3""",242 lbs.,--,11,5,0,,Orthodox
Magomed,Mustafaev,"5' 8""",155 lbs.,"71.0""",14,4,0,The Sniper,Orthodox
Max,Mustaki,"6' 0""",155 lbs.,--,6,3,0,,Orthodox
Elvis,Mutapcic,"6' 0""",185 lbs.,"72.0""",15,6,1,The King,Orthodox
Fiona,Muxlow,"5' 4""",145 lbs.,--,6,3,0,,
Ho Bae,Myeon,"5' 11""",168 lbs.,--,13,5,1,,Orthodox
Katsuhiko,Nagata,"5' 7""",154 lbs.,--,6,7,3,,Southpaw
Yuji,Nagata,"6' 0""",225 lbs.,--,0,2,0,,Orthodox
Greg,Nagy,"6' 1""",210 lbs.,--,1,3,0,,Orthodox
Logan,Nail,--,185 lbs.,--,1,1,0,,
Muhammad,Naimov,"5' 9""",145 lbs.,"70.0""",10,2,0,Hillman,Orthodox
Yukiya,Naito,"6' 1""",205 lbs.,--,15,6,2,,Orthodox
Andrews,Nakahara,"6' 1""",185 lbs.,--,5,4,2,,Orthodox
Rin,Nakai,"5' 1""",135 lbs.,--,19,2,1,,Orthodox
Kazuhiro,Nakamura,"5' 11""",205 lbs.,"70.0""",21,13,0,Kaz,Orthodox
Keita,Nakamura,"5' 11""",170 lbs.,"73.0""",34,10,2,K-Taro,Southpaw
Daisuke,Nakamura,"5' 7""",154 lbs.,--,28,19,1,,Orthodox
Yusaku,Nakamura,"5' 5""",145 lbs.,--,14,4,1,,
Rinya,Nakamura,"5' 7""",135 lbs.,"68.0""",8,0,0,Hybred,Southpaw
Jutaro,Nakao,"5' 9""",170 lbs.,--,25,19,4,,Southpaw
Yoshihiro,Nakao,"6' 0""",220 lbs.,--,9,3,0,Kiss,Southpaw
Yui Chul,Nam,"5' 9""",145 lbs.,--,18,8,1,The Korean Bulldozer,Orthodox
Tyson,Nam,"5' 7""",125 lbs.,"68.0""",21,14,1,,Orthodox
Rose,Namajunas,"5' 5""",125 lbs.,"65.0""",12,6,0,Thug,Orthodox
Yasuhito,Namekawa,"5' 9""",205 lbs.,--,25,16,4,,Orthodox
Nad,Narimani,"5' 8""",145 lbs.,"70.0""",12,4,0,Smiler,Orthodox
Roger,Narvaez,"6' 3""",185 lbs.,--,8,3,0,Silverback,Southpaw
Fabio,Nascimento,"5' 10""",185 lbs.,--,11,6,0,Negao,Orthodox
Allan,Nascimento,"5' 8""",125 lbs.,"69.0""",20,6,0,Puro Osso,Orthodox
Rodrigo,Nascimento,"6' 2""",246 lbs.,"80.0""",11,1,0,Ze Colmeia,Orthodox
Bobby,Nash,"6' 0""",170 lbs.,"74.0""",8,4,0,,Orthodox
Reza,Nasri,"5' 11""",205 lbs.,--,0,1,0,,Orthodox
Nasrudin,Nasrudinov,"6' 0""",205 lbs.,"71.0""",9,1,0,,Orthodox
Pawel,Nastula,"6' 0""",230 lbs.,--,5,6,0,,Southpaw
Rafael,Natal,"6' 0""",185 lbs.,"77.0""",21,9,1,Sapo,Orthodox
Kevin,Natividad,"5' 6""",135 lbs.,"70.0""",9,4,0,Quicksand,Orthodox
Ismail,Naurdiev,"5' 10""",170 lbs.,"74.0""",19,4,0,The Austrian Wonderboy,Orthodox
Danny,Navarro,"5' 10""",155 lbs.,--,17,7,0,,
Marcio,Navarro,"6' 0""",155 lbs.,--,14,14,0,The Locomotive,
Tafon,Nchukwi,"6' 0""",185 lbs.,"77.0""",6,4,0,Da Don,Orthodox
Dustin,Neace,"5' 9""",145 lbs.,--,25,21,1,The Beast,
Josh,Neal,"6' 0""",185 lbs.,--,5,11,0,,
Joe,Neal,"5' 6""",135 lbs.,--,6,2,0,Nine Lives,
Geoff,Neal,"5' 11""",170 lbs.,"75.0""",15,5,0,Handz of Steel,Southpaw
Stanislav,Nedkov,"5' 11""",205 lbs.,"71.0""",12,2,0,Stucky,Orthodox
Josh,Neer,"5' 11""",170 lbs.,"72.0""",36,16,1,The Dentist,Orthodox
Nicolae,Negumereanu,"6' 0""",205 lbs.,"78.0""",13,2,0,,Orthodox
Steve,Nelmark,"6' 0""",240 lbs.,--,2,1,0,The Sandman,Orthodox
Shane,Nelson,"5' 9""",155 lbs.,"70.0""",16,7,0,Sugar,Southpaw
Roy,Nelson,"6' 0""",263 lbs.,"73.0""",22,14,0,Big Country,Orthodox
Gunnar,Nelson,"5' 11""",170 lbs.,"72.0""",19,5,1,Gunni,Switch
Kyle,Nelson,"5' 11""",145 lbs.,"71.0""",15,5,1,The Monster,Switch
Lissette,Neri,"5' 2""",145 lbs.,--,6,4,0,,
Mario,Neto,"6' 0""",229 lbs.,--,13,5,0,Sukata,Orthodox
Antonio Braga,Neto,"6' 3""",185 lbs.,"77.0""",9,3,0,,Orthodox
Eduardo,Neves,"6' 2""",263 lbs.,"78.0""",7,2,0,Bebezao,Orthodox
Julio Cesar,Neves Jr.,"5' 8""",145 lbs.,--,33,1,0,Morceguinho,
Nick,Newell,"5' 10""",155 lbs.,--,14,2,0,Notorious,Southpaw
Journey,Newson,"5' 5""",135 lbs.,"67.0""",10,5,0,,Orthodox
Jeff,Newton,"6' 2""",205 lbs.,--,4,2,0,,Sideways
Carlos,Newton,"5' 9""",170 lbs.,--,16,14,0,The Ronin,Orthodox
Emanuel,Newton,"6' 1""",205 lbs.,--,26,12,1,The Hardcore Kid,
Francis,Ngannou,"6' 4""",250 lbs.,"83.0""",17,3,0,The Predator,Orthodox
Ben,Nguyen,"5' 5""",125 lbs.,"65.0""",16,8,0,Ten,Switch
Steven,Nguyen,"5' 11""",145 lbs.,"73.0""",9,1,0,The Ninja,Switch
Alex,Nicholson,"6' 4""",185 lbs.,"77.0""",7,4,0,The Spartan,Orthodox
Bo,Nickal,"6' 1""",185 lbs.,"76.0""",5,0,0,,Southpaw
Mike,Nickels,"6' 4""",205 lbs.,--,9,5,0,,Orthodox
Matheus,Nicolau,"5' 6""",125 lbs.,"66.0""",19,4,1,,Orthodox
Jaimelene,Nievera,"5' 5""",125 lbs.,--,7,4,0,Queenie,Orthodox
